#Position;ScrubName;DisplayName;StoredName;Type;Format;Parent
49;rev_paid_date;paidDate;paidDate;date;;
50;svc_ndc_code;ndcCode;ndcCode;string;;
51;svc_ndc_desc;ndcDescription;ndcDescription;string;;
52;svc_rx_class_code;therapyClass;therapyClass;string;;
53;svc_rx_class_desc;therapyDescription;therapyDescription;string;;
54;svc_brand_code;brandCode;brandCode;string;;
55;svc_drug_name;brandName;brandName;string;;
56;svc_dosage;dosage;dosage;string;;
57;svc_drug_strength;drugStrength;drugStrength;string;;
58;svc_unit_qty;metricQuantity;metricQuantity;double;;
59;svc_days_of_supply;daysOfSupply;daysOfSupply;int;;
60;svc_label_name;labelName;labelName;string;;
61;svc_formulary_plan_code;svcFormularyPlanCode;formularyPlanCode;string;;
62;svc_formulary_flag;formularyInd;formularyInd;string;;
63;svc_generic_flag;genericFlag;genericFlag;string;;
64;svc_mail_order_flag;mailOrderFlag;mailOrderFlag;string;;
65;svc_mail_order_src;mailOrderSrc;mailOrderSrc;string;;
66;ndc_src_indicator;ndcSrcIndicator;ndcSrcIndicator;string;;
67;therapeutic_equivalence_indicator;therapeuticEquivalenceIndicator;therapeuticEquivalenceIndicator;string;;
68;gcn_seqno;gcnSeqno;gcnSeqno;string;;
69;hcfa_dc;hcfaDc;hcfaDc;string;;
70;innov;innov;innov;string;;
71;obc;obc;obc;string;;
72;wac_unit_price;wacUnitPrice;wacUnitPrice;float;;
73;wac_package_price;wacPackagePrice;wacPackagePrice;float;;
74;dpt_class_id;dpt_class_id;dpt_class_id;int;;
75;dpt_class_desc;dpt_class_desc;dpt_class_desc;string;;
76;dpt_allowance;dpt_allowance;dpt_allowance;int;;
77;hic3_seqn;hic3Seqn;hic3Seqn;int;;
78;hic3_desc;hic3Desc;hic3Desc;string;;
79;maint;maint;maint;string;;
80;rt;rt;rt;string;;
81;svc_refill_qty;refill;refill;int;;
82;svc_refill_allowed;refillAllowed;refillAllowed;int;;
83;svc_counter_allow;svcCounterAllow;counterAllow;string;;
84;svc_daw_code;daw;daw;string;;
85;svc_daw_desc;svcDawDesc;dawDesc;string;;
86;rev_allowed_amt;allowedAmount;allowedAmount;float;;
87;rev_billed_amt;billedAmount;billedAmount;float;;
88;rev_coinsurance_amt;coinsuranceAmount;coinsuranceAmount;float;;
89;rev_copay_amt;copayment;copayment;float;;
90;rev_deductible_amt;deductibleAmount;deductibleAmount;float;;
91;rev_disp_fee_amt;dispFee;dispFee;float;;
92;rev_ingred_cost_amt;ingredCost;ingredCost;float;;
93;rev_stax_amt;stax;stax;float;;
94;rev_usual_cust_amt;usualCust;usualCust;float;;
95;rev_paid_amt;paidAmount;paidAmount;float;;
96;rev_adjudication_code;adjudicationStatus;adjudicationStatus;string;;
97;rev_adjudication_desc;revAdjudicationDesc;revAdjudicationDesc;string;;
98;udf1_pharmacy;udf1_pharmacy;udf1_pharmacy;string;;
99;udf2_pharmacy;udf2_pharmacy;udf2_pharmacy;string;;
100;udf3_pharmacy;udf3_pharmacy;udf3_pharmacy;string;;
101;udf4_pharmacy;udf4_pharmacy;udf4_pharmacy;string;;
102;udf5_pharmacy;udf5_pharmacy;udf5_pharmacy;string;;
103;udf6_pharmacy;udf6_pharmacy;udf6_pharmacy;string;;
104;udf7_pharmacy;udf7_pharmacy;udf7_pharmacy;string;;
105;udf8_pharmacy;udf8_pharmacy;udf8_pharmacy;string;;
106;udf9_pharmacy;udf9_pharmacy;udf9_pharmacy;string;;
107;udf10_pharmacy;udf10_pharmacy;udf10_pharmacy;string;;
108;udf11_pharmacy;udf11_pharmacy;udf11_pharmacy;string;;
109;udf12_pharmacy;udf12_pharmacy;udf12_pharmacy;string;;
110;udf13_pharmacy;udf13_pharmacy;udf13_pharmacy;string;;
111;udf14_pharmacy;udf14_pharmacy;udf14_pharmacy;string;;
112;udf15_pharmacy;udf15_pharmacy;udf15_pharmacy;string;;
113;udf16;udf16Id;udf16Id;string;;
114;udf17;udf17Id;udf17Id;string;;
115;udf18;udf18Id;udf18Id;string;;
116;udf19;udf19Id;udf19Id;string;;
117;udf20;udf20Id;udf20Id;string;;
118;udf21;udf21Id;udf21Id;string;;
119;udf22;udf22Id;udf22Id;string;;
120;udf23;udf23Id;udf23Id;string;;
121;udf24;udf24Id;udf24Id;string;;
122;udf25;udf25Id;udf25Id;string;;
123;udf26;udf26Id;udf26Id;string;;
124;udf27;udf27Id;udf27Id;string;;
125;udf28;udf28Id;udf28Id;string;;
126;udf29;udf29Id;udf29Id;string;;
127;udf30;udf30Id;udf30Id;string;;
128;udf31_pharmacy;udf31_pharmacy;udf31_pharmacy;double;;
129;udf32_pharmacy;udf32_pharmacy;udf32_pharmacy;double;;
130;udf33_pharmacy;udf33_pharmacy;udf33_pharmacy;double;;
131;udf34_pharmacy;udf34_pharmacy;udf34_pharmacy;double;;
132;udf35_pharmacy;udf35_pharmacy;udf35_pharmacy;double;;
133;udf36_pharmacy;udf36_pharmacy;udf36_pharmacy;double;;
134;udf37_pharmacy;udf37_pharmacy;udf37_pharmacy;double;;
135;udf38_pharmacy;udf38_pharmacy;udf38_pharmacy;double;;
136;udf39_pharmacy;udf39_pharmacy;udf39_pharmacy;double;;
137;udf40_pharmacy;udf40_pharmacy;udf40_pharmacy;double;;
138;udf41_pharmacy;udf41_pharmacy;udf41_pharmacy;date;;
139;udf42_pharmacy;udf42_pharmacy;udf42_pharmacy;date;;
140;udf43_pharmacy;udf43_pharmacy;udf43_pharmacy;date;;
141;udf44_pharmacy;udf44_pharmacy;udf44_pharmacy;date;;
142;udf45_pharmacy;udf45_pharmacy;udf45_pharmacy;date;;
143;udf46_pharmacy;udf46_pharmacy;udf46_pharmacy;date;;
144;udf47_pharmacy;udf47_pharmacy;udf47_pharmacy;date;;
145;udf48_pharmacy;udf48_pharmacy;udf48_pharmacy;date;;
146;udf49_pharmacy;udf49_pharmacy;udf49_pharmacy;date;;
147;udf50_pharmacy;udf50_pharmacy;udf50_pharmacy;date;;
148;udf51_pharmacy;udf51_pharmacy;udf51_pharmacy;string;;
149;udf52_pharmacy;udf52_pharmacy;udf52_pharmacy;string;;
150;udf53_pharmacy;udf53_pharmacy;udf53_pharmacy;string;;
151;udf54_pharmacy;udf54_pharmacy;udf54_pharmacy;string;;
152;udf55_pharmacy;udf55_pharmacy;udf55_pharmacy;string;;
153;udf56_pharmacy;udf56_pharmacy;udf56_pharmacy;string;;
154;udf57_pharmacy;udf57_pharmacy;udf57_pharmacy;string;;
155;udf58_pharmacy;udf58_pharmacy;udf58_pharmacy;string;;
156;udf59_pharmacy;udf59_pharmacy;udf59_pharmacy;string;;
157;udf60_pharmacy;udf60_pharmacy;udf60_pharmacy;string;;
158;udf61_pharmacy;udf61_pharmacy;udf61_pharmacy;string;;
159;udf62_pharmacy;udf62_pharmacy;udf62_pharmacy;string;;
160;udf63_pharmacy;udf63_pharmacy;udf63_pharmacy;string;;
161;udf64_pharmacy;udf64_pharmacy;udf64_pharmacy;string;;
162;udf65_pharmacy;udf65_pharmacy;udf65_pharmacy;string;;
163;udf66_pharmacy;udf66_pharmacy;udf66_pharmacy;string;;
164;udf67_pharmacy;udf67_pharmacy;udf67_pharmacy;string;;
165;udf68_pharmacy;udf68_pharmacy;udf68_pharmacy;string;;
166;udf69_pharmacy;udf69_pharmacy;udf69_pharmacy;string;;
167;udf70_pharmacy;udf70_pharmacy;udf70_pharmacy;string;;
168;udf71_pharmacy;udf71_pharmacy;udf71_pharmacy;float;;
169;udf72_pharmacy;udf72_pharmacy;udf72_pharmacy;float;;
170;udf73_pharmacy;udf73_pharmacy;udf73_pharmacy;float;;
171;udf74_pharmacy;udf74_pharmacy;udf74_pharmacy;float;;
172;udf75_pharmacy;udf75_pharmacy;udf75_pharmacy;float;;
173;udf76_pharmacy;udf76_pharmacy;udf76_pharmacy;float;;
174;udf77_pharmacy;udf77_pharmacy;udf77_pharmacy;float;;
175;udf78_pharmacy;udf78_pharmacy;udf78_pharmacy;float;;
176;udf79_pharmacy;udf79_pharmacy;udf79_pharmacy;float;;
177;udf80_pharmacy;udf80_pharmacy;udf80_pharmacy;float;;
178;udf81_pharmacy;udf81_pharmacy;udf81_pharmacy;float;;
179;udf82_pharmacy;udf82_pharmacy;udf82_pharmacy;float;;
180;udf83_pharmacy;udf83_pharmacy;udf83_pharmacy;float;;
181;udf84_pharmacy;udf84_pharmacy;udf84_pharmacy;float;;
182;udf85_pharmacy;udf85_pharmacy;udf85_pharmacy;float;;
183;udf86_pharmacy;udf86_pharmacy;udf86_pharmacy;date;;
184;udf87_pharmacy;udf87_pharmacy;udf87_pharmacy;date;;
185;udf88_pharmacy;udf88_pharmacy;udf88_pharmacy;date;;
186;udf89_pharmacy;udf89_pharmacy;udf89_pharmacy;date;;
187;udf90_pharmacy;udf90_pharmacy;udf90_pharmacy;date;;
188;udf91_pharmacy;udf91_pharmacy;udf91_pharmacy;date;;
189;udf92_pharmacy;udf92_pharmacy;udf92_pharmacy;date;;
190;udf93_pharmacy;udf93_pharmacy;udf93_pharmacy;date;;
191;udf94_pharmacy;udf94_pharmacy;udf94_pharmacy;date;;
192;udf95_pharmacy;udf95_pharmacy;udf95_pharmacy;date;;
193;udf96_pharmacy;udf96_pharmacy;udf96_pharmacy;date;;
194;udf97_pharmacy;udf97_pharmacy;udf97_pharmacy;date;;
195;udf98_pharmacy;udf98_pharmacy;udf98_pharmacy;date;;
196;udf99_pharmacy;udf99_pharmacy;udf99_pharmacy;date;;
197;udf100_pharmacy;udf100_pharmacy;udf100_pharmacy;date;;
198;dw_rawfilename;dwRawFilename;dwRawFilename;string;;
199;dw_received_month;dwReceivedMonth;dwReceivedMonth;string;;
200;dw_vendor_name;dwVendorName;dwVendorName;string;;
201;stage_version;stageVersion;stageVersion;string;;
202;client_id;clientId;clientId;string;;
