#Position;ScrubName;DisplayName;StoredName;Type;Format;Parent
46;mbr_bloodglucose_fasting;mbr_bloodglucose_fasting;mbr_bloodglucose_fasting;float;;
47;mbr_bloodglucose_nonfasting;mbr_bloodglucose_nonfasting;mbr_bloodglucose_nonfasting;float;;
48;mbr_HbA1c;mbr_HbA1c;mbr_HbA1c;float;;
49;mbr_psa;mbr_psa;mbr_psa;float;;
50;mbr_microalbumin_urine_spot;mbr_microalbumin_urine_spot;mbr_microalbumin_urine_spot;float;;
51;mbr_microalbumin_urine_timed;mbr_microalbumin_urine_timed;mbr_microalbumin_urine_timed;float;;
52;mbr_microalbumin_urine_random;mbr_microalbumin_urine_random;mbr_microalbumin_urine_random;float;;
53;mbr_urea_nitrogen_bun;mbr_urea_nitrogen_bun;mbr_urea_nitrogen_bun;float;;
54;mbr_creatinine;mbr_creatinine;mbr_creatinine;float;;
55;mbr_creatinine_bun_ratio;mbr_creatinine_bun_ratio;mbr_creatinine_bun_ratio;float;;
56;mbr_metabolic_panel;mbr_metabolic_panel;mbr_metabolic_panel;string;;
57;mbr_vldl;mbr_vldl;mbr_vldl;float;;
58;mbr_cotinine;mbr_cotinine;mbr_cotinine;string;;
59;mbr_lipid;mbr_lipid;mbr_lipid;string;;
60;mbr_lifestyle_smoking_status;mbr_lifestyle_smoking_status;mbr_lifestyle_smoking_status;string;;
61;mbr_lifestyle_quit_rate;mbr_lifestyle_quit_rate;mbr_lifestyle_quit_rate;string;;
62;mbr_lifestyle_packs_per_day;mbr_lifestyle_packs_per_day;mbr_lifestyle_packs_per_day;string;;
63;mbr_lifestyle_smoked_yrs;mbr_lifestyle_smoked_yrs;mbr_lifestyle_smoked_yrs;string;;
64;mbr_lifestyle_alcohol_use_day;mbr_lifestyle_alcohol_use_day;mbr_lifestyle_alcohol_use_day;string;;
65;mbr_lifestyle_alcohol_use_week;mbr_lifestyle_alcohol_use_week;mbr_lifestyle_alcohol_use_week;string;;
66;mbr_lifestyle_seatbelt_use;mbr_lifestyle_seatbelt_use;mbr_lifestyle_seatbelt_use;string;;
67;mbr_lifestyle_speed_limit;mbr_lifestyle_speed_limit;mbr_lifestyle_speed_limit;string;;
68;mbr_lifestyle_helmet_use;mbr_lifestyle_helmet_use;mbr_lifestyle_helmet_use;string;;
69;mbr_lifestyle_health_perception;mbr_lifestyle_health_perception;mbr_lifestyle_health_perception;string;;
70;mbr_lifestyle_sleep_hrs;mbr_lifestyle_sleep_hrs;mbr_lifestyle_sleep_hrs;string;;
71;mbr_lifestyle_diet_fruit_day;mbr_lifestyle_diet_fruit_day;mbr_lifestyle_diet_fruit_day;string;;
72;mbr_lifestyle_diet_veg_day;mbr_lifestyle_diet_veg_day;mbr_lifestyle_diet_veg_day;string;;
73;mbr_lifestyle_diet_redmeat_day;mbr_lifestyle_diet_redmeat_day;mbr_lifestyle_diet_redmeat_day;string;;
74;mbr_lifestyle_diet_meat_day;mbr_lifestyle_diet_meat_day;mbr_lifestyle_diet_meat_day;string;;
75;mbr_lifestyle_diet_fat_day;mbr_lifestyle_diet_fat_day;mbr_lifestyle_diet_fat_day;string;;
76;mbr_lifestyle_diet_sugar_day;mbr_lifestyle_diet_sugar_day;mbr_lifestyle_diet_sugar_day;string;;
77;mbr_lifestyle_diet_bread_day;mbr_lifestyle_diet_bread_day;mbr_lifestyle_diet_bread_day;string;;
78;mbr_lifestyle_diet_protein_day;mbr_lifestyle_diet_protein_day;mbr_lifestyle_diet_protein_day;string;;
79;mbr_lifestyle_health_interference_life_activity;mbr_lifestyle_health_interference_life_activity;mbr_lifestyle_health_interference_life_activity;string;;
80;mbr_lifestyle_stress_level;mbr_lifestyle_stress_level;mbr_lifestyle_stress_level;string;;
81;mbr_lifestyle_substance_abuse;mbr_lifestyle_substance_abuse;mbr_lifestyle_substance_abuse;string;;
82;mbr_lifestyle_steps_day;mbr_lifestyle_steps_day;mbr_lifestyle_steps_day;string;;
83;mbr_lifestyle_activity_level;mbr_lifestyle_activity_level;mbr_lifestyle_activity_level;string;;
84;mbr_lifestyle_life_satisfaction;mbr_lifestyle_life_satisfaction;mbr_lifestyle_life_satisfaction;string;;
85;mbr_lifestyle_daily_medicine;mbr_lifestyle_daily_medicine;mbr_lifestyle_daily_medicine;string;;
86;mbr_lifestyle_trouble_sleeping;mbr_lifestyle_trouble_sleeping;mbr_lifestyle_trouble_sleeping;string;;
87;mbr_lifestyle_sick_days;mbr_lifestyle_sick_days;mbr_lifestyle_sick_days;string;;
88;mbr_fam_hist_diabetes;mbr_fam_hist_diabetes;mbr_fam_hist_diabetes;string;;
89;mbr_fam_hist_cad;mbr_fam_hist_cad;mbr_fam_hist_cad;string;;
90;mbr_family_histrory_stroke;mbr_family_histrory_stroke;mbr_family_histrory_stroke;string;;
91;mbr_family_histrory_lung_cancer;mbr_family_histrory_lung_cancer;mbr_family_histrory_lung_cancer;string;;
92;mbr_fam_hist_colon_cancer;mbr_fam_hist_colon_cancer;mbr_fam_hist_colon_cancer;string;;
93;mbr_fam_hist_prostate_cancer;mbr_fam_hist_prostate_cancer;mbr_fam_hist_prostate_cancer;string;;
94;mbr_fam_hist_breast_cancer;mbr_fam_hist_breast_cancer;mbr_fam_hist_breast_cancer;string;;
95;mbr_fam_hist_hypertension;mbr_fam_hist_hypertension;mbr_fam_hist_hypertension;string;;
96;mbr_fam_hist_male_heart_disease;mbr_fam_hist_male_heart_disease;mbr_fam_hist_male_heart_disease;string;;
97;mbr_fam_hist_female_heart_disease;mbr_fam_hist_female_heart_disease;mbr_fam_hist_female_heart_disease;string;;
98;mbr_fam_hist_depression;mbr_fam_hist_depression;mbr_fam_hist_depression;string;;
99;mbr_fam_hist_asthma;mbr_fam_hist_asthma;mbr_fam_hist_asthma;string;;
100;mbr_fam_hist_hyperlipidemia;mbr_fam_hist_hyperlipidemia;mbr_fam_hist_hyperlipidemia;string;;
101;mbr_fam_hist_melanoma;mbr_fam_hist_melanoma;mbr_fam_hist_melanoma;string;;
102;mbr_fam_hist_alchoholism;mbr_fam_hist_alchoholism;mbr_fam_hist_alchoholism;string;;
103;mbr_per_hist_diabetes;mbr_per_hist_diabetes;mbr_per_hist_diabetes;string;;
104;mbr_per_hist_chd;mbr_per_hist_chd;mbr_per_hist_chd;string;;
105;mbr_per_hist_stroke;mbr_per_hist_stroke;mbr_per_hist_stroke;string;;
106;mbr_per_hist_chf;mbr_per_hist_chf;mbr_per_hist_chf;string;;
107;mbr_per_hist_heart_murmurs;mbr_per_hist_heart_murmurs;mbr_per_hist_heart_murmurs;string;;
108;mbr_per_hist_cardiovascular_disease;mbr_per_hist_cardiovascular_disease;mbr_per_hist_cardiovascular_disease;string;;
109;mbr_per_hist_heart_attack;mbr_per_hist_heart_attack;mbr_per_hist_heart_attack;string;;
110;mbr_per_hist_left_ventricular_hypertrophy;mbr_per_hist_left_ventricular_hypertrophy;mbr_per_hist_left_ventricular_hypertrophy;string;;
111;mbr_per_hist_atrial_fibrillation;mbr_per_hist_atrial_fibrillation;mbr_per_hist_atrial_fibrillation;string;;
112;mbr_per_hist_copd;mbr_per_hist_copd;mbr_per_hist_copd;string;;
113;mbr_per_hist_emphysema;mbr_per_hist_emphysema;mbr_per_hist_emphysema;string;;
114;mbr_per_hist_asthma;mbr_per_hist_asthma;mbr_per_hist_asthma;string;;
115;mbr_per_hist_menopause;mbr_per_hist_menopause;mbr_per_hist_menopause;string;;
116;mbr_per_hist_menarch;mbr_per_hist_menarch;mbr_per_hist_menarch;string;;
117;mbr_per_hist_depression;mbr_per_hist_depression;mbr_per_hist_depression;string;;
118;mbr_per_hist_cancer_other;mbr_per_hist_cancer_other;mbr_per_hist_cancer_other;string;;
119;mbr_per_hist_cancer_breast;mbr_per_hist_cancer_breast;mbr_per_hist_cancer_breast;string;;
120;mbr_per_hist_cancer_ovarian;mbr_per_hist_cancer_ovarian;mbr_per_hist_cancer_ovarian;string;;
121;mbr_per_hist_bladder;mbr_per_hist_bladder;mbr_per_hist_bladder;string;;
122;mbr_per_hist_bone;mbr_per_hist_bone;mbr_per_hist_bone;string;;
123;mbr_per_hist_oral;mbr_per_hist_oral;mbr_per_hist_oral;string;;
124;mbr_per_hist_liver;mbr_per_hist_liver;mbr_per_hist_liver;string;;
125;mbr_per_hist_stomach;mbr_per_hist_stomach;mbr_per_hist_stomach;string;;
126;mbr_per_hist_blood;mbr_per_hist_blood;mbr_per_hist_blood;string;;
127;mbr_per_hist_hysterectomy;mbr_per_hist_hysterectomy;mbr_per_hist_hysterectomy;string;;
128;mbr_per_hist_bilateral_mastectomy;mbr_per_hist_bilateral_mastectomy;mbr_per_hist_bilateral_mastectomy;string;;
129;mbr_per_hist_cabg;mbr_per_hist_cabg;mbr_per_hist_cabg;string;;
130;mbr_per_hist_organ_transplant;mbr_per_hist_organ_transplant;mbr_per_hist_organ_transplant;string;;
131;mbr_per_hist_rescue_inhaler_frequency;mbr_per_hist_rescue_inhaler_frequency;mbr_per_hist_rescue_inhaler_frequency;string;;
132;mbr_per_hist_chronic_pain;mbr_per_hist_chronic_pain;mbr_per_hist_chronic_pain;string;;
133;mbr_per_hist_anxiety;mbr_per_hist_anxiety;mbr_per_hist_anxiety;string;;
134;mbr_per_hist_allergies;mbr_per_hist_allergies;mbr_per_hist_allergies;string;;
135;mbr_per_hist_arthritis;mbr_per_hist_arthritis;mbr_per_hist_arthritis;string;;
136;mbr_per_hist_back_pain;mbr_per_hist_back_pain;mbr_per_hist_back_pain;string;;
137;mbr_per_hist_digestive_problems;mbr_per_hist_digestive_problems;mbr_per_hist_digestive_problems;string;;
138;mbr_per_hist_kidney_disease;mbr_per_hist_kidney_disease;mbr_per_hist_kidney_disease;string;;
139;mbr_per_hist_osteoporosis;mbr_per_hist_osteoporosis;mbr_per_hist_osteoporosis;string;;
140;mbr_per_hist_pregnancy;mbr_per_hist_pregnancy;mbr_per_hist_pregnancy;string;;
141;mbr_per_hist_hypertension;mbr_per_hist_hypertension;mbr_per_hist_hypertension;string;;
142;mbr_hlth_screening_fecal_occult_test;mbr_hlth_screening_fecal_occult_test;mbr_hlth_screening_fecal_occult_test;string;;
143;mbr_hlth_screening_flu_immunization;mbr_hlth_screening_flu_immunization;mbr_hlth_screening_flu_immunization;string;;
144;mbr_hlth_screening_tetanus_immunization;mbr_hlth_screening_tetanus_immunization;mbr_hlth_screening_tetanus_immunization;string;;
145;mbr_hlth_screening_pnuemona_immunization;mbr_hlth_screening_pnuemona_immunization;mbr_hlth_screening_pnuemona_immunization;string;;
146;mbr_hlth_screening_eye_exam;mbr_hlth_screening_eye_exam;mbr_hlth_screening_eye_exam;string;;
147;mbr_hlth_screening_foot_exam;mbr_hlth_screening_foot_exam;mbr_hlth_screening_foot_exam;string;;
148;mbr_hlth_screening_pap_smear;mbr_hlth_screening_pap_smear;mbr_hlth_screening_pap_smear;string;;
149;mbr_hlth_screening_mammogram;mbr_hlth_screening_mammogram;mbr_hlth_screening_mammogram;string;;
150;mbr_hlth_screening_colon_cancer;mbr_hlth_screening_colon_cancer;mbr_hlth_screening_colon_cancer;string;;
151;mbr_hlth_screening_flex_sigmoid;mbr_hlth_screening_flex_sigmoid;mbr_hlth_screening_flex_sigmoid;string;;
152;mbr_hlth_screening_colonoscopy;mbr_hlth_screening_colonoscopy;mbr_hlth_screening_colonoscopy;string;;
153;mbr_hlth_screening_barium_enema;mbr_hlth_screening_barium_enema;mbr_hlth_screening_barium_enema;string;;
154;mbr_hlth_screening_psa;mbr_hlth_screening_psa;mbr_hlth_screening_psa;string;;
155;mbr_hlth_screening_routine_exam;mbr_hlth_screening_routine_exam;mbr_hlth_screening_routine_exam;string;;
156;mbr_hlth_screening_dental_exam;mbr_hlth_screening_dental_exam;mbr_hlth_screening_dental_exam;string;;
157;mbr_willing_change_activity_level;mbr_willing_change_activity_level;mbr_willing_change_activity_level;string;;
158;mbr_willing_change_nutrition;mbr_willing_change_nutrition;mbr_willing_change_nutrition;string;;
159;mbr_willing_change_medication_compliance;mbr_willing_change_medication_compliance;mbr_willing_change_medication_compliance;string;;
160;mbr_willing_change_tobacco_use;mbr_willing_change_tobacco_use;mbr_willing_change_tobacco_use;string;;
161;mbr_willing_change_weight;mbr_willing_change_weight;mbr_willing_change_weight;string;;
162;mbr_willing_change_alcohol_use;mbr_willing_change_alcohol_use;mbr_willing_change_alcohol_use;string;;
163;mbr_willing_change_sleep;mbr_willing_change_sleep;mbr_willing_change_sleep;string;;
164;mbr_willing_change_seat_belt_use;mbr_willing_change_seat_belt_use;mbr_willing_change_seat_belt_use;string;;
165;mbr_willing_change_program_participation;mbr_willing_change_program_participation;mbr_willing_change_program_participation;string;;
166;mbr_comments;mbr_comments;mbr_comments;string;;
167;hra_taken_date;hra_taken_date;hra_taken_date;date;;
168;udf1_hra;udf1_hra;udf1_hra;string;;
169;udf2_hra;udf2_hra;udf2_hra;string;;
170;udf3_hra;udf3_hra;udf3_hra;string;;
171;udf4_hra;udf4_hra;udf4_hra;string;;
172;udf5_hra;udf5_hra;udf5_hra;string;;
173;udf6_hra;udf6_hra;udf6_hra;string;;
174;udf7_hra;udf7_hra;udf7_hra;string;;
175;udf8_hra;udf8_hra;udf8_hra;string;;
176;udf9_hra;udf9_hra;udf9_hra;string;;
177;udf10_hra;udf10_hra;udf10_hra;string;;
178;udf11_hra;udf11_hra;udf11_hra;string;;
179;udf12_hra;udf12_hra;udf12_hra;string;;
180;udf13_hra;udf13_hra;udf13_hra;string;;
181;udf14_hra;udf14_hra;udf14_hra;string;;
182;udf15_hra;udf15_hra;udf15_hra;string;;
183;udf16;udf16Id;udf16Id;string;;
184;udf17;udf17Id;udf17Id;string;;
185;udf18;udf18Id;udf18Id;string;;
186;udf19;udf19Id;udf19Id;string;;
187;udf20;udf20Id;udf20Id;string;;
188;udf21;udf21Id;udf21Id;string;;
189;udf22;udf22Id;udf22Id;string;;
190;udf23;udf23Id;udf23Id;string;;
191;udf24;udf24Id;udf24Id;string;;
192;udf25;udf25Id;udf25Id;string;;
193;"udf26";"udf26Id";"udf26Id";"string";;
194;"udf27";"udf27Id";"udf27Id";"string";;
195;"udf28";"udf28Id";"udf28Id";"string";;
196;"udf29";"udf29Id";"udf29Id";"string";;
197;"udf30";"udf30Id";"udf30Id";"string";;
198;udf31_hra;udf31_hra;udf31_hra;double;;
199;udf32_hra;udf32_hra;udf32_hra;double;;
200;udf33_hra;udf33_hra;udf33_hra;double;;
201;udf34_hra;udf34_hra;udf34_hra;double;;
202;udf35_hra;udf35_hra;udf35_hra;double;;
203;udf36_hra;udf36_hra;udf36_hra;double;;
204;udf37_hra;udf37_hra;udf37_hra;double;;
205;udf38_hra;udf38_hra;udf38_hra;double;;
206;udf39_hra;udf39_hra;udf39_hra;double;;
207;udf40_hra;udf40_hra;udf40_hra;double;;
208;udf41_hra;udf41_hra;udf41_hra;date;;
209;udf42_hra;udf42_hra;udf42_hra;date;;
210;udf43_hra;udf43_hra;udf43_hra;date;;
211;udf44_hra;udf44_hra;udf44_hra;date;;
212;udf45_hra;udf45_hra;udf45_hra;date;;
213;udf46_hra;udf46_hra;udf46_hra;date;;
214;udf47_hra;udf47_hra;udf47_hra;date;;
215;udf48_hra;udf48_hra;udf48_hra;date;;
216;udf49_hra;udf49_hra;udf49_hra;date;;
217;udf50_hra;udf50_hra;udf50_hra;date;;
218;include_makalu;include_makalu;include_makalu;string;;
219;include_everest;include_everest;include_everest;string;;
220;include_yala;include_yala;include_yala;string;;
221;is_kyn;isKyn;isKyn;string;;
222;dw_rawfilename;dw_rawfilename;dw_rawfilename;string;;
223;dw_received_month;dw_received_month;dw_received_month;string;;
224;dw_vendor_name;dwVendorName;dwVendorName;string;;
225;stage_version;stageVersion;stageVersion;string;;
226;client_id;clientId;clientId;string;;
